"","ensembl_gene_id_version","external_gene_name","ensembl_gene_id"
"467","ENSG00000127129.10","EDN2","ENSG00000127129"
"468","ENSG00000127423.11","AUNIP","ENSG00000127423"
"469","ENSG00000127463.16","EMC1","ENSG00000127463"
"470","ENSG00000127472.11","PLA2G5","ENSG00000127472"
"471","ENSG00000127481.15","UBR4","ENSG00000127481"
"472","ENSG00000127483.19","HP1BP3","ENSG00000127483"
"473","ENSG00000127603.32","MACF1","ENSG00000127603"
"474","ENSG00000130695.16","CEP85","ENSG00000130695"
"475","ENSG00000130762.15","ARHGEF16","ENSG00000130762"
"476","ENSG00000130764.10","LRRC47","ENSG00000130764"
"477","ENSG00000130766.5","SESN2","ENSG00000130766"
"478","ENSG00000130768.15","SMPDL3B","ENSG00000130768"
"479","ENSG00000130770.18","ATP5IF1","ENSG00000130770"
"480","ENSG00000130772.14","MED18","ENSG00000130772"
"481","ENSG00000130775.16","THEMIS2","ENSG00000130775"
"482","ENSG00000130939.20","UBE4B","ENSG00000130939"
"483","ENSG00000130940.15","CASZ1","ENSG00000130940"
"484","ENSG00000131233.10","GJA9","ENSG00000131233"
"485","ENSG00000131236.18","CAP1","ENSG00000131236"
"486","ENSG00000131238.18","PPT1","ENSG00000131238"
"487","ENSG00000131584.19","ACAP3","ENSG00000131584"
"488","ENSG00000131591.18","C1orf159","ENSG00000131591"
"489","ENSG00000131686.15","CA6","ENSG00000131686"
"490","ENSG00000131697.18","NPHP4","ENSG00000131697"
"491","ENSG00000131778.20","CHD1L","ENSG00000131778"
"492","ENSG00000131779.11","PEX11B","ENSG00000131779"
"493","ENSG00000131781.13","FMO5","ENSG00000131781"
"494","ENSG00000131788.16","PIAS3","ENSG00000131788"
"495","ENSG00000131791.8","PRKAB2","ENSG00000131791"
"496","ENSG00000131910.5","NR0B2","ENSG00000131910"
"497","ENSG00000131914.11","LIN28A","ENSG00000131914"
"498","ENSG00000132122.12","SPATA6","ENSG00000132122"
"499","ENSG00000132128.18","LRRC41","ENSG00000132128"
"500","ENSG00000132185.18","FCRLA","ENSG00000132185"
"501","ENSG00000132196.16","HSD17B7","ENSG00000132196"
"502","ENSG00000132485.14","ZRANB2","ENSG00000132485"
"503","ENSG00000132676.16","DAP3","ENSG00000132676"
"504","ENSG00000132677.13","RHBG","ENSG00000132677"
"505","ENSG00000132680.11","KHDC4","ENSG00000132680"
"506","ENSG00000132681.17","ATP1A4","ENSG00000132681"
"507","ENSG00000132688.11","NES","ENSG00000132688"
"508","ENSG00000132692.19","BCAN","ENSG00000132692"
"509","ENSG00000132693.12","CRP","ENSG00000132693"
"510","ENSG00000132694.19","ARHGEF11","ENSG00000132694"
"511","ENSG00000132698.15","RAB25","ENSG00000132698"
"512","ENSG00000132702.13","HAPLN2","ENSG00000132702"
"513","ENSG00000132703.4","APCS","ENSG00000132703"
"514","ENSG00000132704.16","FCRL2","ENSG00000132704"
"515","ENSG00000132716.19","DCAF8","ENSG00000132716"
"516","ENSG00000132718.9","SYT11","ENSG00000132718"
"517","ENSG00000132763.15","MMACHC","ENSG00000132763"
"518","ENSG00000132768.14","DPH2","ENSG00000132768"
"519","ENSG00000132773.12","TOE1","ENSG00000132773"
"520","ENSG00000132780.17","NASP","ENSG00000132780"
"521","ENSG00000132849.22","PATJ","ENSG00000132849"
"522","ENSG00000132854.19","KANK4","ENSG00000132854"
"523","ENSG00000132855.5","ANGPTL3","ENSG00000132855"
"524","ENSG00000132879.14","FBXO44","ENSG00000132879"
"525","ENSG00000132881.12","CPLANE2","ENSG00000132881"
"526","ENSG00000132906.18","CASP9","ENSG00000132906"
"527","ENSG00000133048.13","CHI3L1","ENSG00000133048"
"528","ENSG00000133055.10","MYBPH","ENSG00000133055"
"529","ENSG00000133056.14","PIK3C2B","ENSG00000133056"
"530","ENSG00000133063.16","CHIT1","ENSG00000133063"
"531","ENSG00000133065.11","SLC41A1","ENSG00000133065"
"532","ENSG00000133067.18","LGR6","ENSG00000133067"
"533","ENSG00000133069.17","TMCC2","ENSG00000133069"
"534","ENSG00000133216.17","EPHB2","ENSG00000133216"
"535","ENSG00000133226.19","SRRM1","ENSG00000133226"
"536","ENSG00000134183.13","GNAT2","ENSG00000134183"
"537","ENSG00000134184.13","GSTM1","ENSG00000134184"
"538","ENSG00000134186.12","PRPF38B","ENSG00000134186"
"539","ENSG00000134193.15","REG4","ENSG00000134193"
"540","ENSG00000134198.10","TSPAN2","ENSG00000134198"
"541","ENSG00000134200.4","TSHB","ENSG00000134200"
"542","ENSG00000134201.12","GSTM5","ENSG00000134201"
"543","ENSG00000134202.12","GSTM3","ENSG00000134202"
"544","ENSG00000134207.17","SYT6","ENSG00000134207"
"545","ENSG00000134215.16","VAV3","ENSG00000134215"
"546","ENSG00000134216.19","CHIA","ENSG00000134216"
"547","ENSG00000134222.16","PSRC1","ENSG00000134222"
"548","ENSG00000134240.12","HMGCS2","ENSG00000134240"
"549","ENSG00000134242.16","PTPN22","ENSG00000134242"
"550","ENSG00000134243.12","SORT1","ENSG00000134243"
"551","ENSG00000134245.18","WNT2B","ENSG00000134245"
"552","ENSG00000134247.10","PTGFRN","ENSG00000134247"
"553","ENSG00000134248.14","LAMTOR5","ENSG00000134248"
"554","ENSG00000134249.7","ADAM30","ENSG00000134249"
"555","ENSG00000134250.21","NOTCH2","ENSG00000134250"
"556","ENSG00000134253.10","TRIM45","ENSG00000134253"
"557","ENSG00000134255.16","CEPT1","ENSG00000134255"
"558","ENSG00000134256.13","CD101","ENSG00000134256"
"559","ENSG00000134258.18","VTCN1","ENSG00000134258"
"560","ENSG00000134259.6","NGF","ENSG00000134259"
"561","ENSG00000134365.15","CFHR4","ENSG00000134365"
"562","ENSG00000134369.16","NAV1","ENSG00000134369"
"563","ENSG00000134371.14","CDC73","ENSG00000134371"
"564","ENSG00000134375.11","TIMM17A","ENSG00000134375"
"565","ENSG00000134376.17","CRB1","ENSG00000134376"
"566","ENSG00000134389.11","CFHR5","ENSG00000134389"
"567","ENSG00000134644.16","PUM1","ENSG00000134644"
"568","ENSG00000134668.13","SPOCD1","ENSG00000134668"
"569","ENSG00000134684.13","YARS1","ENSG00000134684"
"570","ENSG00000134686.21","PHC2","ENSG00000134686"
"571","ENSG00000134690.11","CDCA8","ENSG00000134690"
"572","ENSG00000134697.13","GNL2","ENSG00000134697"
"573","ENSG00000134698.11","AGO4","ENSG00000134698"
"574","ENSG00000134709.13","HOOK1","ENSG00000134709"
"575","ENSG00000134716.11","CYP2J2","ENSG00000134716"
"576","ENSG00000134717.18","BTF3L4","ENSG00000134717"
"577","ENSG00000134744.14","TUT4","ENSG00000134744"
"578","ENSG00000134748.13","PRPF38A","ENSG00000134748"
"579","ENSG00000135821.19","GLUL","ENSG00000135821"
"580","ENSG00000135823.14","STX6","ENSG00000135823"
"581","ENSG00000135824.13","RGS8","ENSG00000135824"
"582","ENSG00000135828.11","RNASEL","ENSG00000135828"
"583","ENSG00000135829.17","DHX9","ENSG00000135829"
"584","ENSG00000135835.12","KIAA1614","ENSG00000135835"
"585","ENSG00000135837.17","CEP350","ENSG00000135837"
"586","ENSG00000135838.14","NPL","ENSG00000135838"
"587","ENSG00000135842.17","NIBAN1","ENSG00000135842"
"588","ENSG00000135845.10","PIGC","ENSG00000135845"
"589","ENSG00000135862.6","LAMC1","ENSG00000135862"
"590","ENSG00000135870.12","RC3H1","ENSG00000135870"
"591","ENSG00000136631.16","VPS45","ENSG00000136631"
"592","ENSG00000136634.7","IL10","ENSG00000136634"
"593","ENSG00000137936.18","BCAR3","ENSG00000137936"
"594","ENSG00000137941.17","TTLL7","ENSG00000137941"
"595","ENSG00000137942.18","FNBP1L","ENSG00000137942"
"596","ENSG00000137944.18","KYAT3","ENSG00000137944"
"597","ENSG00000137947.12","GTF2B","ENSG00000137947"
"598","ENSG00000137948.19","BRDT","ENSG00000137948"
"599","ENSG00000137955.16","RABGGTB","ENSG00000137955"
"600","ENSG00000137959.17","IFI44L","ENSG00000137959"
"601","ENSG00000137960.6","GIPC2","ENSG00000137960"
"602","ENSG00000137962.13","ARHGAP29","ENSG00000137962"
"603","ENSG00000137965.11","IFI44","ENSG00000137965"
"604","ENSG00000137968.17","SLC44A5","ENSG00000137968"
"605","ENSG00000137970.7","RPL7P9","ENSG00000137970"
"606","ENSG00000137975.8","CLCA2","ENSG00000137975"
"607","ENSG00000137976.8","DNASE2B","ENSG00000137976"
"608","ENSG00000137992.15","DBT","ENSG00000137992"
"609","ENSG00000137996.13","RTCA","ENSG00000137996"
"610","ENSG00000142224.18","IL19","ENSG00000142224"
"611","ENSG00000142583.18","SLC2A5","ENSG00000142583"
"612","ENSG00000142599.20","RERE","ENSG00000142599"
"613","ENSG00000142606.16","MMEL1","ENSG00000142606"
"614","ENSG00000142609.20","CFAP74","ENSG00000142609"
"615","ENSG00000142611.17","PRDM16","ENSG00000142611"
"616","ENSG00000142615.8","CELA2A","ENSG00000142615"
"617","ENSG00000142619.4","PADI3","ENSG00000142619"
"618","ENSG00000142621.21","FHAD1","ENSG00000142621"
"619","ENSG00000142623.11","PADI1","ENSG00000142623"
"620","ENSG00000142627.13","EPHA2","ENSG00000142627"
"621","ENSG00000142632.17","ARHGEF19","ENSG00000142632"
"622","ENSG00000142634.13","EFHD2","ENSG00000142634"
"623","ENSG00000142655.13","PEX14","ENSG00000142655"
"624","ENSG00000142657.21","PGD","ENSG00000142657"
"625","ENSG00000142661.19","MYOM3","ENSG00000142661"
"626","ENSG00000142669.15","SH3BGRL3","ENSG00000142669"
"627","ENSG00000142675.18","CNKSR1","ENSG00000142675"
"628","ENSG00000142676.14","RPL11","ENSG00000142676"
"629","ENSG00000142677.4","IL22RA1","ENSG00000142677"
"630","ENSG00000142684.9","ZNF593","ENSG00000142684"
"631","ENSG00000142686.8","C1orf216","ENSG00000142686"
"632","ENSG00000142687.19","KIAA0319L","ENSG00000142687"
"633","ENSG00000142694.7","EVA1B","ENSG00000142694"
"634","ENSG00000142698.15","C1orf94","ENSG00000142698"
"635","ENSG00000142700.12","DMRTA2","ENSG00000142700"
"636","ENSG00000142733.18","MAP3K6","ENSG00000142733"
"637","ENSG00000142748.14","FCN3","ENSG00000142748"
"638","ENSG00000142751.15","GPN2","ENSG00000142751"
"639","ENSG00000142765.18","SYTL1","ENSG00000142765"
"640","ENSG00000142784.16","WDTC1","ENSG00000142784"
"641","ENSG00000142789.20","CELA3A","ENSG00000142789"
"642","ENSG00000142794.19","NBPF3","ENSG00000142794"
"643","ENSG00000142798.20","HSPG2","ENSG00000142798"
"644","ENSG00000142856.17","ITGB3BP","ENSG00000142856"
"645","ENSG00000142864.15","SERBP1","ENSG00000142864"
"646","ENSG00000142867.14","BCL10","ENSG00000142867"
"647","ENSG00000142871.18","CCN1","ENSG00000142871"
"648","ENSG00000142892.15","PIGK","ENSG00000142892"
"649","ENSG00000142910.16","TINAGL1","ENSG00000142910"
"650","ENSG00000142937.12","RPS8","ENSG00000142937"
"651","ENSG00000142945.13","KIF2C","ENSG00000142945"
"652","ENSG00000142949.17","PTPRF","ENSG00000142949"
"653","ENSG00000142959.5","BEST4","ENSG00000142959"
"654","ENSG00000142961.16","MOB3C","ENSG00000142961"
"655","ENSG00000143001.5","TMEM61","ENSG00000143001"
"656","ENSG00000143006.7","DMRTB1","ENSG00000143006"
"657","ENSG00000143013.13","LMO4","ENSG00000143013"
"658","ENSG00000143028.9","SYPL2","ENSG00000143028"
"659","ENSG00000143032.8","BARHL2","ENSG00000143032"
"660","ENSG00000143033.18","MTF2","ENSG00000143033"
"661","ENSG00000143036.17","SLC44A3","ENSG00000143036"
"662","ENSG00000143061.18","IGSF3","ENSG00000143061"
"663","ENSG00000143067.5","ZNF697","ENSG00000143067"
"664","ENSG00000143079.15","CTTNBP2NL","ENSG00000143079"
"665","ENSG00000143093.15","STRIP1","ENSG00000143093"
"666","ENSG00000143105.7","KCNA10","ENSG00000143105"
"667","ENSG00000143106.13","PSMA5","ENSG00000143106"
"668","ENSG00000143107.10","FNDC7","ENSG00000143107"
"669","ENSG00000143110.12","C1orf162","ENSG00000143110"
"670","ENSG00000143119.14","CD53","ENSG00000143119"
"671","ENSG00000143125.6","PROK1","ENSG00000143125"
"672","ENSG00000143126.8","CELSR2","ENSG00000143126"
"673","ENSG00000143127.13","ITGA10","ENSG00000143127"
"674","ENSG00000143147.15","GPR161","ENSG00000143147"
"675","ENSG00000143149.13","ALDH9A1","ENSG00000143149"
"676","ENSG00000143153.14","ATP1B1","ENSG00000143153"
"677","ENSG00000143155.13","TIPRL","ENSG00000143155"
"678","ENSG00000143156.14","NME7","ENSG00000143156"
"679","ENSG00000143157.12","POGK","ENSG00000143157"
"680","ENSG00000143158.11","MPC2","ENSG00000143158"
"681","ENSG00000143162.9","CREG1","ENSG00000143162"
"682","ENSG00000143164.16","DCAF6","ENSG00000143164"
"683","ENSG00000143167.12","GPA33","ENSG00000143167"
"684","ENSG00000143171.13","RXRG","ENSG00000143171"
"685","ENSG00000143178.13","TBX19","ENSG00000143178"
"686","ENSG00000143179.16","UCK2","ENSG00000143179"
"687","ENSG00000143183.18","TMCO1","ENSG00000143183"
"688","ENSG00000143184.5","XCL1","ENSG00000143184"
"689","ENSG00000143185.4","XCL2","ENSG00000143185"
"690","ENSG00000143190.23","POU2F1","ENSG00000143190"
"691","ENSG00000143194.13","MAEL","ENSG00000143194"
"692","ENSG00000143195.13","ILDR2","ENSG00000143195"
"693","ENSG00000143196.5","DPT","ENSG00000143196"
"694","ENSG00000143198.13","MGST3","ENSG00000143198"
"695","ENSG00000143199.18","ADCY10","ENSG00000143199"
"696","ENSG00000143207.21","COP1","ENSG00000143207"
"697","ENSG00000143217.9","NECTIN4","ENSG00000143217"
"698","ENSG00000143222.12","UFC1","ENSG00000143222"
"699","ENSG00000143224.18","PPOX","ENSG00000143224"
"700","ENSG00000143226.16","FCGR2A","ENSG00000143226"
"701","ENSG00000143228.13","NUF2","ENSG00000143228"
"702","ENSG00000143248.13","RGS5","ENSG00000143248"
"703","ENSG00000143252.16","SDHC","ENSG00000143252"
"704","ENSG00000143256.5","PFDN2","ENSG00000143256"
"705","ENSG00000143257.12","NR1I3","ENSG00000143257"
"706","ENSG00000143258.17","USP21","ENSG00000143258"
"707","ENSG00000143278.5","F13B","ENSG00000143278"
"708","ENSG00000143294.15","PRCC","ENSG00000143294"
"709","ENSG00000143297.19","FCRL5","ENSG00000143297"
"710","ENSG00000143303.12","METTL25B","ENSG00000143303"
"711","ENSG00000143314.12","MRPL24","ENSG00000143314"
"712","ENSG00000143315.8","PIGM","ENSG00000143315"
"713","ENSG00000143318.13","CASQ1","ENSG00000143318"
"714","ENSG00000143319.17","ISG20L2","ENSG00000143319"
"715","ENSG00000143320.9","CRABP2","ENSG00000143320"
"716","ENSG00000143321.19","HDGF","ENSG00000143321"
"717","ENSG00000143322.22","ABL2","ENSG00000143322"
"718","ENSG00000143324.14","XPR1","ENSG00000143324"
"719","ENSG00000143333.7","RGS16","ENSG00000143333"
"720","ENSG00000143337.19","TOR1AIP1","ENSG00000143337"
"721","ENSG00000143340.7","FAM163A","ENSG00000143340"
"722","ENSG00000143341.12","HMCN1","ENSG00000143341"
"723","ENSG00000143344.16","RGL1","ENSG00000143344"
"724","ENSG00000143355.16","LHX9","ENSG00000143355"
"725","ENSG00000143363.17","PRUNE1","ENSG00000143363"
"726","ENSG00000143365.20","RORC","ENSG00000143365"
"727","ENSG00000143367.17","TUFT1","ENSG00000143367"
"728","ENSG00000143368.10","SF3B4","ENSG00000143368"
"729","ENSG00000143369.15","ECM1","ENSG00000143369"
"730","ENSG00000143373.18","ZNF687","ENSG00000143373"
"731","ENSG00000143374.18","TARS2","ENSG00000143374"
"732","ENSG00000143375.15","CGN","ENSG00000143375"
"733","ENSG00000143376.14","SNX27","ENSG00000143376"
"734","ENSG00000143379.13","SETDB1","ENSG00000143379"
"735","ENSG00000143382.16","ADAMTSL4","ENSG00000143382"
"736","ENSG00000143384.14","MCL1","ENSG00000143384"
"737","ENSG00000143387.14","CTSK","ENSG00000143387"
"738","ENSG00000143390.18","RFX5","ENSG00000143390"
"739","ENSG00000143393.17","PI4KB","ENSG00000143393"
"740","ENSG00000143398.20","PIP5K1A","ENSG00000143398"
"741","ENSG00000143401.15","ANP32E","ENSG00000143401"
"742","ENSG00000143412.10","ANXA9","ENSG00000143412"
"743","ENSG00000143416.21","SELENBP1","ENSG00000143416"
"744","ENSG00000143418.20","CERS2","ENSG00000143418"
"745","ENSG00000143420.19","ENSA","ENSG00000143420"
"746","ENSG00000143434.17","SEMA6C","ENSG00000143434"
"747","ENSG00000143436.11","MRPL9","ENSG00000143436"
"748","ENSG00000143437.21","ARNT","ENSG00000143437"
"749","ENSG00000143443.10","C1orf56","ENSG00000143443"
"750","ENSG00000143450.19","OAZ3","ENSG00000143450"
"751","ENSG00000143452.16","HORMAD1","ENSG00000143452"
"752","ENSG00000143457.11","GOLPH3L","ENSG00000143457"
"753","ENSG00000143458.12","GABPB2","ENSG00000143458"
"754","ENSG00000143469.21","SYT14","ENSG00000143469"
"755","ENSG00000143473.14","KCNH1","ENSG00000143473"
"756","ENSG00000143479.18","DYRK3","ENSG00000143479"
"757","ENSG00000143486.16","EIF2D","ENSG00000143486"
"758","ENSG00000143515.20","ATP8B2","ENSG00000143515"
"759","ENSG00000143520.6","FLG2","ENSG00000143520"
"760","ENSG00000143536.7","CRNN","ENSG00000143536"
"761","ENSG00000143537.14","ADAM15","ENSG00000143537"
"762","ENSG00000143543.15","JTB","ENSG00000143543"
"763","ENSG00000143545.10","RAB13","ENSG00000143545"
"764","ENSG00000143546.10","S100A8","ENSG00000143546"
"765","ENSG00000143549.22","TPM3","ENSG00000143549"
"766","ENSG00000143553.11","SNAPIN","ENSG00000143553"
"767","ENSG00000143554.14","SLC27A3","ENSG00000143554"
"768","ENSG00000143556.9","S100A7","ENSG00000143556"
"769","ENSG00000143570.19","SLC39A1","ENSG00000143570"
"770","ENSG00000143575.16","HAX1","ENSG00000143575"
"771","ENSG00000143578.16","CREB3L4","ENSG00000143578"
"772","ENSG00000143590.14","EFNA3","ENSG00000143590"
"773","ENSG00000143595.13","AQP10","ENSG00000143595"
"774","ENSG00000143603.19","KCNN3","ENSG00000143603"
"775","ENSG00000143612.21","C1orf43","ENSG00000143612"
"776","ENSG00000143614.11","GATAD2B","ENSG00000143614"
"777","ENSG00000143621.17","ILF2","ENSG00000143621"
"778","ENSG00000143622.12","RIT1","ENSG00000143622"
"779","ENSG00000143624.14","INTS3","ENSG00000143624"
"780","ENSG00000143627.19","PKLR","ENSG00000143627"
"781","ENSG00000143630.10","HCN3","ENSG00000143630"
"782","ENSG00000143631.11","FLG","ENSG00000143631"
"783","ENSG00000143839.15","REN","ENSG00000143839"
"784","ENSG00000143842.15","SOX13","ENSG00000143842"
"785","ENSG00000143845.15","ETNK2","ENSG00000143845"
"786","ENSG00000143847.16","PPFIA4","ENSG00000143847"
"787","ENSG00000143850.16","PLEKHA6","ENSG00000143850"
"788","ENSG00000143851.16","PTPN7","ENSG00000143851"
"789","ENSG00000143858.12","SYT2","ENSG00000143858"
"790","ENSG00000143862.8","ARL8A","ENSG00000143862"
"791","ENSG00000146463.12","ZMYM4","ENSG00000146463"
"792","ENSG00000149527.18","PLCH2","ENSG00000149527"
"793","ENSG00000150337.14","FCGR1A","ENSG00000150337"
"794","ENSG00000150681.10","RGS18","ENSG00000150681"
"795","ENSG00000150732.8","","ENSG00000150732"
"796","ENSG00000151414.15","NEK7","ENSG00000151414"
"797","ENSG00000151418.12","ATP6V1G3","ENSG00000151418"
"798","ENSG00000152061.24","RABGAP1L","ENSG00000152061"
"799","ENSG00000152078.10","TLCD4","ENSG00000152078"
"800","ENSG00000152092.16","ASTN1","ENSG00000152092"
"801","ENSG00000152332.16","UHMK1","ENSG00000152332"
"802","ENSG00000152382.6","TADA1","ENSG00000152382"
"803","ENSG00000152760.10","DYNLT5","ENSG00000152760"
"804","ENSG00000152763.17","DNAI4","ENSG00000152763"
"805","ENSG00000153029.16","MR1","ENSG00000153029"
"806","ENSG00000153363.15","LINC00467","ENSG00000153363"
"807","ENSG00000153898.13","MCOLN2","ENSG00000153898"
"808","ENSG00000153904.21","DDAH1","ENSG00000153904"
"809","ENSG00000153923.11","CLCA3P","ENSG00000153923"
"810","ENSG00000153936.18","HS2ST1","ENSG00000153936"
"811","ENSG00000154007.7","ASB17","ENSG00000154007"
"812","ENSG00000154027.19","AK5","ENSG00000154027"
"813","ENSG00000154198.15","CYP4Z2P","ENSG00000154198"
"814","ENSG00000154222.15","CC2D1B","ENSG00000154222"
"815","ENSG00000154451.15","GBP5","ENSG00000154451"
"816","ENSG00000154511.12","DIPK1A","ENSG00000154511"
"817","ENSG00000155363.19","MOV10","ENSG00000155363"
"818","ENSG00000155366.17","RHOC","ENSG00000155366"
"819","ENSG00000155367.16","PPM1J","ENSG00000155367"
"820","ENSG00000155380.13","SLC16A1","ENSG00000155380"
"821","ENSG00000155761.14","SPAG17","ENSG00000155761"
"822","ENSG00000156097.13","GPR61","ENSG00000156097"
"823","ENSG00000156150.9","ALX3","ENSG00000156150"
"824","ENSG00000156171.15","DRAM2","ENSG00000156171"
"825","ENSG00000156869.14","FRRS1","ENSG00000156869"
"826","ENSG00000156875.14","MFSD14A","ENSG00000156875"
"827","ENSG00000156876.10","SASS6","ENSG00000156876"
"828","ENSG00000157060.16","SHCBP1L","ENSG00000157060"
"829","ENSG00000157064.11","NMNAT2","ENSG00000157064"
"830","ENSG00000157077.16","ZFYVE9","ENSG00000157077"
"831","ENSG00000157131.12","C8A","ENSG00000157131"
"832","ENSG00000157181.16","ODR4","ENSG00000157181"
"833","ENSG00000157184.7","CPT2","ENSG00000157184"
"834","ENSG00000157191.20","NECAP2","ENSG00000157191"
"835","ENSG00000157193.18","LRP8","ENSG00000157193"
"836","ENSG00000157211.12","CDCP2","ENSG00000157211"
"837","ENSG00000157330.10","CFAP107","ENSG00000157330"
"838","ENSG00000157870.17","PRXL2B","ENSG00000157870"
"839","ENSG00000157873.18","TNFRSF14","ENSG00000157873"
"840","ENSG00000157881.16","PANK4","ENSG00000157881"
"841","ENSG00000157911.11","PEX10","ENSG00000157911"
"842","ENSG00000157916.20","RER1","ENSG00000157916"
"843","ENSG00000157933.11","SKI","ENSG00000157933"
"844","ENSG00000157978.12","LDLRAP1","ENSG00000157978"
"845","ENSG00000158006.14","PAFAH2","ENSG00000158006"
"846","ENSG00000158008.10","EXTL1","ENSG00000158008"
"847","ENSG00000158014.15","SLC30A2","ENSG00000158014"
"848","ENSG00000158022.7","TRIM63","ENSG00000158022"
